Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
TCF4	gene	TCF4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196628	ENSG00000196628	HGNC:11634													
TCF7L2	gene	TCF7L2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000148737	ENSG00000148737	HGNC:11641													
TDO2	gene	TDO2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151790	ENSG00000151790	HGNC:11708													
TECTA	gene	TECTA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000109927	ENSG00000109927	HGNC:11720													
TERB2	gene	TERB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000167014	ENSG00000167014	HGNC:28520													
TERF2	gene	TERF2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132604	ENSG00000132604	HGNC:11729													
TET2	gene	TET2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168769	ENSG00000168769	HGNC:25941													
THBS1	gene	THBS1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000137801	ENSG00000137801	HGNC:11785													
THRA	gene	THRA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000126351	ENSG00000126351	HGNC:11796													
TLK2	gene	TLK2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000146872	ENSG00000146872	HGNC:11842													
TM4SF19	gene	TM4SF19	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000145107	ENSG00000145107	HGNC:25167													
TMLHE	gene	TMLHE	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185973	ENSG00000185973	HGNC:18308													
TMPRSS9	gene	TMPRSS9	Expert Review Red;Literature	Autism			BIALLELIC, autosomal or pseudoautosomal	Progressive intellectual and neurological deterioration;Global developmental delay;Intellectual disability;Autism;Epilepsy				31943016		False	1	0;0;100	0.22	False		ENSG00000178297	ENSG00000178297	HGNC:30079													
TOP3B	gene	TOP3B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100038	ENSG00000100038	HGNC:11993													
TPO	gene	TPO	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115705	ENSG00000115705	HGNC:12015													
TRAF7	gene	TRAF7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131653	ENSG00000131653	HGNC:20456													
TRAPPC9	gene	TRAPPC9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000167632	ENSG00000167632	HGNC:30832													
TRIM33	gene	TRIM33	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197323	ENSG00000197323	HGNC:16290													
TRPC6	gene	TRPC6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000137672	ENSG00000137672	HGNC:12338													
TRPM1	gene	TRPM1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000134160	ENSG00000134160	HGNC:7146													
TSC2	gene	TSC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000103197	ENSG00000103197	HGNC:12363													
TSHZ3	gene	TSHZ3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000121297	ENSG00000121297	HGNC:30700													
TSPAN17	gene	TSPAN17	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000048140	ENSG00000048140	HGNC:13594													
TSPAN7	gene	TSPAN7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000156298	ENSG00000156298	HGNC:11854													
TSPOAP1	gene	TSPOAP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000005379	ENSG00000005379	HGNC:16831													
TTC25	gene	TTC25	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204815	ENSG00000204815	HGNC:25280													
TTN	gene	TTN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155657	ENSG00000155657	HGNC:12403													
TUBGCP5	gene	TUBGCP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153575	ENSG00000275835	HGNC:18600													
UBE2H	gene	UBE2H	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000186591	ENSG00000186591	HGNC:12484													
UBE3A	gene	UBE3A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000114062	ENSG00000114062	HGNC:12496													
UBE3C	gene	UBE3C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000009335	ENSG00000009335	HGNC:16803													
UBR5	gene	UBR5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104517	ENSG00000104517	HGNC:16806													
UNC13A	gene	UNC13A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130477	ENSG00000130477	HGNC:23150													
UNC79	gene	UNC79	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000133958	ENSG00000133958	HGNC:19966													
UNC80	gene	UNC80	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144406	ENSG00000144406	HGNC:26582													
USH2A	gene	USH2A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000042781	ENSG00000042781	HGNC:12601													
USP45	gene	USP45	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000123552	ENSG00000123552	HGNC:20080													
USP9Y	gene	USP9Y	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000114374	ENSG00000114374	HGNC:12633													
VASH1	gene	VASH1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000071246	ENSG00000071246	HGNC:19964													
VDR	gene	VDR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111424	ENSG00000111424	HGNC:12679													
VIL1	gene	VIL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000127831	ENSG00000127831	HGNC:12690													
VSIG4	gene	VSIG4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155659	ENSG00000155659	HGNC:17032													
WNK3	gene	WNK3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196632	ENSG00000196632	HGNC:14543													
WNT1	gene	WNT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000125084	ENSG00000125084	HGNC:12774													
WWOX	gene	WWOX	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000186153	ENSG00000186153	HGNC:12799													
XPO1	gene	XPO1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000082898	ENSG00000082898	HGNC:12825													
YEATS2	gene	YEATS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163872	ENSG00000163872	HGNC:25489													
YTHDC2	gene	YTHDC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000047188	ENSG00000047188	HGNC:24721													
YWHAE	gene	YWHAE	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000108953	ENSG00000108953	HGNC:12851													
ZBTB16	gene	ZBTB16	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000109906	ENSG00000109906	HGNC:12930													
ZBTB20	gene	ZBTB20	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181722	ENSG00000181722	HGNC:13503													
ZC3H4	gene	ZC3H4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130749	ENSG00000130749	HGNC:17808													
ZMYND11	gene	ZMYND11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000015171	ENSG00000015171	HGNC:16966													
ZNF18	gene	ZNF18	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000154957	ENSG00000154957	HGNC:12969													
ZNF292	gene	ZNF292	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188994	ENSG00000188994	HGNC:18410													
ZNF385B	gene	ZNF385B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144331	ENSG00000144331	HGNC:26332													
ZNF462	gene	ZNF462	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000148143	ENSG00000148143	HGNC:21684													
ZNF517	gene	ZNF517	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197363	ENSG00000197363	HGNC:27984													
ZNF548	gene	ZNF548	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188785	ENSG00000188785	HGNC:26561													
ZNF559	gene	ZNF559	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188321	ENSG00000188321	HGNC:28197													
ZNF626	gene	ZNF626	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188171	ENSG00000188171	HGNC:30461													
ZNF713	gene	ZNF713	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000178665	ENSG00000178665	HGNC:22043													
ZNF774	gene	ZNF774	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196391	ENSG00000196391	HGNC:33108													
ZNF804A	gene	ZNF804A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170396	ENSG00000170396	HGNC:21711													
ZNF827	gene	ZNF827	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151612	ENSG00000151612	HGNC:27193													
ZWILCH	gene	ZWILCH	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174442	ENSG00000174442	HGNC:25468													
